translated_location,profil_negara,measure_name,year,gdp_per_capita,pop_density,val,prediction,cluster_risiko
Georgia,Risiko Rendah,Insidensi,2023,22590.53,54.79197,44.93962781377,241.26282961491503,Rendah
Sierra Leone,Risiko Rendah,Insidensi,2023,3034.946,117.214226,290.83542434468,389.3243210874456,Sedang
Kamerun,Risiko Rendah,Insidensi,2023,15136.696,102.52181,158.13460414490999,311.1744560034381,Sedang
Seychelles,Risiko Rendah,Insidensi,2023,28635.355,278.1761,35.94618045307,91.91532442606871,Rendah
Guinea ekuator,Risiko Rendah,Insidensi,2023,15136.696,102.52181,150.08327813045,203.46351854823214,Rendah
Senegal,Risiko Rendah,Insidensi,2023,4304.7617,93.89484,139.79559242472,296.36626751729193,Sedang
Puerto Riko,Risiko Rendah,Insidensi,2023,15136.696,102.52181,2.3955451154,214.261681438374,Rendah
Kuwait,Risiko Sedang,Insidensi,2023,47777.402,271.53653,16.95387163387,514.9286249092736,Sedang
Hungaria,Risiko Rendah,Insidensi,2023,15136.696,102.52181,5.30143621597,159.44768856563618,Rendah
Komoro,Risiko Rendah,Insidensi,2023,15136.696,102.52181,149.6452893031,289.859126013392,Sedang
Gabon,Risiko Rendah,Insidensi,2023,18701.422,9.643304,219.3693902689,145.70098711125794,Rendah
Uganda,Risiko Rendah,Insidensi,2023,2791.0557,242.65213,128.07386532693,239.88397576622555,Rendah
Chad,Risiko Rendah,Insidensi,2023,2433.0989,15.34234,234.17696997068,548.4464114164832,Sedang
Saint Kitts dan Nevis,Risiko Rendah,Insidensi,2023,15136.696,102.52181,9.0999429059,169.40593779849937,Rendah
Somalia,Risiko Rendah,Insidensi,2023,1401.6473,29.26423,270.99099388698,778.0074867564227,Tinggi
Venezuela (Republik Bolivarian),Risiko Rendah,Insidensi,2023,15136.696,102.52181,30.85196232578,163.75818395930162,Rendah
Trinidad dan Tobago,Risiko Rendah,Insidensi,2023,15136.696,102.52181,9.94423384628,163.77754156503465,Rendah
Libya,Risiko Rendah,Insidensi,2023,12476.598,4.1520276,34.17136468491,213.85778476368046,Rendah
Togo,Risiko Rendah,Insidensi,2023,2842.2307,151.20157,162.82553774322,414.1227979655012,Sedang
Tokelau,Risiko Rendah,Insidensi,2023,15136.696,242.4,28.22738985334,177.39599311649556,Rendah
Portugal,Risiko Rendah,Insidensi,2023,41768.254,113.86569,12.69142860805,411.45814054332544,Sedang
Makedonia Utara,Risiko Rendah,Insidensi,2023,15136.696,102.52181,10.71654528514,218.57217683203942,Rendah
Siprus,Risiko Rendah,Insidensi,2023,15136.696,102.52181,3.9557122924,411.2089569816276,Sedang
Bhutan,Risiko Rendah,Insidensi,2023,14610.296,20.618406,120.67972540981,550.7969541596481,Sedang
Maroko,Risiko Rendah,Insidensi,2023,15136.696,102.52181,57.751631281849996,190.79394465099293,Rendah
Pantai Gading,Risiko Rendah,Insidensi,2023,15136.696,102.52181,154.07415576704,351.7901408455889,Sedang
Tuvalu,Risiko Rendah,Insidensi,2023,5812.3994,327.9,362.67304957064,383.7725758087379,Sedang
Zambia,Risiko Rendah,Insidensi,2023,3673.4841,27.877651,274.84104344595,370.6978508101027,Sedang
